,answers_difference_mean,answers_difference_median,answers_pvalue,category,comments_difference_mean,comments_difference_median,comments_pvalue,community,contributions_difference_mean,contributions_difference_median,contributions_pvalue,questions_difference_mean,questions_difference_median,questions_pvalue
49,-0.7558570870753614,0.5,0.010564433788844866,life-arts,-2.5037094884810625,0.5,0.13282548911059847,music,-3.1867434595861006,1.5,0.03846174312918067,0.07282311597032409,0.0,0.34604083577365097
50,-0.23513011152416352,0.0,0.30909598922229553,culture-recreation,-4.598822800495664,0.0,0.08278524502289655,outdoors,-5.740396530359357,-1.0,0.48109099166071545,-0.9064436183395291,0.0,0.3474662304878704
51,6.556530214424952,0.0,1.4487613247366686e-05,life-arts,5.097390913180387,0.0,0.574765361223808,parenting,11.867971210076472,0.0,0.03271795948348063,0.21262558104663365,0.0,0.12022323701238907
52,-3.129765248796148,-1.0,0.48907134811957365,science,-12.624598715890851,-1.0,0.14346416774576243,philosophy,-16.200290930979133,-0.5,0.3822698469790552,-0.4459269662921348,0.5,0.9933484828792594
53,-4.845236634710319,-1.0,0.28550247243791393,life-arts,-9.638647901805797,0.0,0.1037553919705976,photo,-14.61017929438982,0.0,0.20909283430404102,-0.12629475787370525,0.0,0.7620259421030259
54,-4.389483065953655,0.0,0.04719489455830026,science,-14.624688057040999,0.0,0.17901160065446664,physics,-18.382909982174684,1.0,0.912682655444991,0.630258467023173,0.0,5.766122981006108e-05
55,-2.733087027914614,0.0,0.9115492822080887,business,-2.891625615763547,0.5,0.40410465338688006,pm,-5.532019704433498,2.0,0.19313091409128713,0.09269293924466337,0.5,0.5194180187072769
56,1.8427107124951254,1.0,0.008868694430197848,life-arts,0.777672553061111,0.0,0.4970495092403864,productivity,2.399309230683528,1.0,0.054836085379867935,-0.2210740348727091,0.0,0.4060218709503052
57,-0.3707594339854321,0.0,0.015279833956271801,technology,0.5155821001085474,0.0,0.26311500335250193,programmers,0.5411593377177688,0.0,0.2347283402645186,0.39874631014887096,1.0,0.0012730850920975277
58,-2.365049751243782,-1.0,0.1937885708042406,business,-2.6803482587064673,0.5,0.3610093740716429,quant,-3.273009950248756,2.0,0.25528938855664973,1.7723880597014925,0.0,0.036991863525782785
59,0.6735764235764234,0.0,0.21672337534703767,technology,1.1955544455544453,1.0,0.867859762573829,raspberrypi,2.5049117549117543,1.0,0.32449584698205836,0.6357808857808858,0.0,0.020360927774297346
60,-2.6667897856051583,1.0,0.5285840363076089,culture-recreation,-7.896529724829172,-1.0,0.2421804981094069,rpg,-11.269462585833487,0.0,0.8360349869252104,-0.7061430753991573,0.0,0.6348558911905487
61,1.304761904761905,0.0,0.9035276665719203,culture-recreation,12.01666666666667,-0.5,0.5374388716920064,russian,15.291666666666666,-1.0,0.8588229636110962,1.9702380952380953,0.0,0.058813616288306884
62,-10.21602787456446,0.0,0.7283813353085875,technology,-16.68292682926829,3.0,0.8380674596204832,salesforce,-24.71254355400697,3.5,0.8315913405938111,2.1864111498257843,0.0,0.6621435037361734
63,-6.149246568768596,-1.0,0.07797476218830515,science,-13.053747960456857,-1.0,0.1288311386511589,scicomp,-18.62386025530281,-1.0,0.142673479569595,0.5791342739226415,0.0,0.293636320273997
64,-1.3751079796998162,0.0,0.07165669566648467,life-arts,-4.068216175359034,0.0,5.164835412838794e-07,scifi,-4.413980671633734,0.0,0.05999012695453099,1.0293434834251163,1.0,0.004913153767651051
65,-3.1897522189824157,0.0,0.2662952970033984,technology,-3.8998368678629687,1.0,0.769563761689706,security,-6.714112856610705,0.0,0.9627033778155674,0.375476230234679,0.0,0.04607205584383456
66,-0.756879832846308,0.0,0.037235622952025565,technology,0.3060896141222411,0.0,0.26565088219583255,serverfault,-0.08347014756767379,0.0,0.1721810249462139,0.3670794985936934,0.0,0.5985929551981868
67,5.985407158299303,2.0,0.02673898719360079,technology,3.7055308671631018,4.5,0.005942596450237984,sharepoint,10.952528224837856,7.0,0.004029843551923183,1.2615901993754504,0.5,0.04413820595724345
68,0.525585621970921,0.0,0.058904696582556176,culture-recreation,0.6547455573505658,-1.0,0.553132346393475,skeptics,2.1638933764135704,0.0,0.5027124142568689,0.9835621970920838,1.0,0.011273628920830971
69,-1.3089613798275224,-3.0,0.312292485185127,technology,46.14360704911886,-2.0,0.24846383239245007,sound,55.64754405699287,-5.0,0.24928749147857265,10.812898387701537,0.0,0.9355743830823252
70,0.41709227102485524,0.0,0.7891239371030943,culture-recreation,1.4233912155260473,-1.0,0.6880925587131113,spanish,0.895131086142321,-1.5,0.500756230481375,-0.9453524004085802,-1.0,0.11729581383367417
71,6.600405268490374,1.0,0.009684466657460648,technology,8.78790949003715,1.0,0.4624834948221638,sqa,15.386963863559608,1.0,0.19212597451019464,-0.001350894967916405,0.0,0.4027874399787874
72,-1.3996398166339228,0.0,0.587444910160621,technology,-4.550180091683039,0.0,0.393568569844029,stackapps,-6.287737393582188,0.0,0.3397526804769091,-0.337917485265226,0.0,0.714743976097074
73,-12.522676842489304,-2.0,1.2567467945910256e-133,technology,-15.733906622001044,1.0,0.5237346906556408,stackoverflow,-26.12711150764362,0.0,0.14755170764343828,2.129259217134356,1.0,3.5497015612386234e-49
74,-2.99671974522293,0.0,0.004125210260506795,science,-3.137213375796179,1.0,0.02223098304169449,stats,-5.361974522292996,2.5,0.010924453568262087,0.7707643312101911,1.0,2.9625026739767354e-05
75,-1.1041868787911033,0.0,0.00021674944579294617,technology,-1.9664354904016328,0.0,0.20110752666760823,superuser,-2.912807444382972,0.0,0.4755597980163211,0.15781492480976445,0.0,0.1968795202114143
76,-6.383446097717031,0.0,0.005752455833298417,technology,-14.780576391630479,1.0,0.3928879770649609,tex,-21.030805777529714,0.5,0.12559952893892973,0.13298528390759223,0.0,0.0007428903819802293
77,-0.09476513865308434,1.0,4.332117982412679e-05,culture-recreation,-4.847877758913413,0.0,0.0018357704748015436,travel,-5.726344086021504,0.0,0.7667194911157568,-0.7837011884550085,0.0,0.15285431429444188
78,-2.3380623910933775,-1.0,0.039246944748877646,technology,-5.193221543578883,-0.5,0.32349961161850493,unix,-7.78116939106091,0.0,0.7620977241697597,-0.24988545638864745,0.0,0.015539428591455342
79,2.17781026543744,0.0,0.00012146514237823198,technology,5.396753886087657,1.0,0.6996011834981736,ux,7.893297928414436,1.0,0.016779679363296628,0.3184329345307355,1.0,0.10919570516799545
80,-0.1709226834546529,0.0,0.7284513484023196,technology,-1.2698603187094233,0.0,0.03459149418597606,webapps,-1.630120007869368,0.0,0.6291169263564618,-0.1896714538658273,0.0,0.5620334352181254
81,-0.9249685357377664,0.0,0.3997382629135522,technology,-0.7659866629097403,0.0,0.7288535162671964,webmasters,-1.026491969568891,0.0,0.2674280831375936,0.6628195735888043,0.0,0.005885066591244837
82,-0.9687198067632847,0.0,0.13074650502888943,technology,1.446038647342995,1.0,0.009753491224367717,wordpress,1.5995813204508842,3.0,0.005254199712840995,1.1218921095008048,1.0,0.007313138738412771
83,4.30721225339546,1.0,0.01364241015842355,professional,8.464979676811737,0.0,0.6860325462007992,workplace,13.18020719738277,1.0,0.05821181162777031,0.40732130464954885,0.0,0.0057769844306335425
84,11.212672811059907,0.0,0.00035366632040030593,life-arts,20.88548387096774,0.0,0.858835249893759,writers,31.730645161290326,0.0,0.1926632526418821,-0.3675115207373272,0.0,0.5245688933786682
